Demand,Units
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.16E-01,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.07E-02,GW
6.18E-02,GW
6.24E-02,GW
6.24E-02,GW
6.24E-02,GW
6.18E-02,GW
6.18E-02,GW
6.13E-02,GW
6.13E-02,GW
6.13E-02,GW
6.18E-02,GW
6.30E-02,GW
6.41E-02,GW
6.41E-02,GW
6.35E-02,GW
6.35E-02,GW
6.24E-02,GW
6.18E-02,GW
6.07E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.07E-02,GW
6.18E-02,GW
6.24E-02,GW
6.24E-02,GW
6.24E-02,GW
6.18E-02,GW
6.18E-02,GW
6.13E-02,GW
6.13E-02,GW
6.13E-02,GW
6.18E-02,GW
6.30E-02,GW
6.41E-02,GW
6.41E-02,GW
6.35E-02,GW
6.35E-02,GW
6.24E-02,GW
6.18E-02,GW
6.07E-02,GW
6.01E-02,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.16E-01,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.07E-02,GW
6.18E-02,GW
6.24E-02,GW
6.24E-02,GW
6.24E-02,GW
6.18E-02,GW
6.18E-02,GW
6.13E-02,GW
6.13E-02,GW
6.13E-02,GW
6.18E-02,GW
6.30E-02,GW
6.41E-02,GW
6.41E-02,GW
6.35E-02,GW
6.35E-02,GW
6.24E-02,GW
6.18E-02,GW
6.07E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.07E-02,GW
6.18E-02,GW
6.24E-02,GW
6.24E-02,GW
6.24E-02,GW
6.18E-02,GW
6.18E-02,GW
6.13E-02,GW
6.13E-02,GW
6.13E-02,GW
6.18E-02,GW
6.30E-02,GW
6.41E-02,GW
6.41E-02,GW
6.35E-02,GW
6.35E-02,GW
6.24E-02,GW
6.18E-02,GW
6.07E-02,GW
6.01E-02,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.22E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.16E-01,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.07E-02,GW
6.18E-02,GW
6.24E-02,GW
6.24E-02,GW
6.24E-02,GW
6.18E-02,GW
6.18E-02,GW
6.13E-02,GW
6.13E-02,GW
6.13E-02,GW
6.18E-02,GW
6.30E-02,GW
6.41E-02,GW
6.41E-02,GW
6.35E-02,GW
6.35E-02,GW
6.24E-02,GW
6.18E-02,GW
6.07E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.07E-02,GW
6.18E-02,GW
6.24E-02,GW
6.24E-02,GW
6.24E-02,GW
6.18E-02,GW
6.18E-02,GW
6.13E-02,GW
6.13E-02,GW
6.13E-02,GW
6.18E-02,GW
6.30E-02,GW
6.41E-02,GW
6.41E-02,GW
6.35E-02,GW
6.35E-02,GW
6.24E-02,GW
6.18E-02,GW
6.07E-02,GW
6.01E-02,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.13E-02,GW
6.18E-02,GW
6.24E-02,GW
6.24E-02,GW
6.24E-02,GW
6.18E-02,GW
6.18E-02,GW
6.18E-02,GW
6.13E-02,GW
6.18E-02,GW
6.18E-02,GW
6.30E-02,GW
6.41E-02,GW
6.47E-02,GW
6.41E-02,GW
6.35E-02,GW
6.30E-02,GW
6.18E-02,GW
6.13E-02,GW
6.07E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.13E-02,GW
6.18E-02,GW
6.24E-02,GW
6.24E-02,GW
6.24E-02,GW
6.18E-02,GW
6.18E-02,GW
6.18E-02,GW
6.13E-02,GW
6.18E-02,GW
6.18E-02,GW
6.30E-02,GW
6.41E-02,GW
6.47E-02,GW
6.41E-02,GW
6.35E-02,GW
6.30E-02,GW
6.18E-02,GW
6.13E-02,GW
6.07E-02,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.13E-02,GW
6.18E-02,GW
6.24E-02,GW
6.24E-02,GW
6.24E-02,GW
6.18E-02,GW
6.18E-02,GW
6.18E-02,GW
6.13E-02,GW
6.18E-02,GW
6.18E-02,GW
6.30E-02,GW
6.41E-02,GW
6.47E-02,GW
6.41E-02,GW
6.35E-02,GW
6.30E-02,GW
6.18E-02,GW
6.13E-02,GW
6.07E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.13E-02,GW
6.18E-02,GW
6.24E-02,GW
6.24E-02,GW
6.24E-02,GW
6.18E-02,GW
6.18E-02,GW
6.18E-02,GW
6.13E-02,GW
6.18E-02,GW
6.18E-02,GW
6.30E-02,GW
6.41E-02,GW
6.47E-02,GW
6.41E-02,GW
6.35E-02,GW
6.30E-02,GW
6.18E-02,GW
6.13E-02,GW
6.07E-02,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.13E-02,GW
6.18E-02,GW
6.24E-02,GW
6.24E-02,GW
6.24E-02,GW
6.18E-02,GW
6.18E-02,GW
6.18E-02,GW
6.13E-02,GW
6.18E-02,GW
6.18E-02,GW
6.30E-02,GW
6.41E-02,GW
6.47E-02,GW
6.41E-02,GW
6.35E-02,GW
6.30E-02,GW
6.18E-02,GW
6.13E-02,GW
6.07E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.13E-02,GW
6.18E-02,GW
6.24E-02,GW
6.24E-02,GW
6.24E-02,GW
6.18E-02,GW
6.18E-02,GW
6.18E-02,GW
6.13E-02,GW
6.18E-02,GW
6.18E-02,GW
6.30E-02,GW
6.41E-02,GW
6.47E-02,GW
6.41E-02,GW
6.35E-02,GW
6.30E-02,GW
6.18E-02,GW
6.13E-02,GW
6.07E-02,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.16E-01,GW
1.17E-01,GW
1.18E-01,GW
1.20E-01,GW
1.22E-01,GW
1.23E-01,GW
1.23E-01,GW
1.21E-01,GW
1.21E-01,GW
1.20E-01,GW
1.20E-01,GW
1.20E-01,GW
1.22E-01,GW
1.24E-01,GW
1.24E-01,GW
1.24E-01,GW
1.23E-01,GW
1.21E-01,GW
1.19E-01,GW
1.17E-01,GW
1.17E-01,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.13E-02,GW
6.18E-02,GW
6.24E-02,GW
6.24E-02,GW
6.24E-02,GW
6.18E-02,GW
6.18E-02,GW
6.18E-02,GW
6.13E-02,GW
6.18E-02,GW
6.18E-02,GW
6.30E-02,GW
6.41E-02,GW
6.47E-02,GW
6.41E-02,GW
6.35E-02,GW
6.30E-02,GW
6.18E-02,GW
6.13E-02,GW
6.07E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.01E-02,GW
6.13E-02,GW
6.18E-02,GW
6.24E-02,GW
6.24E-02,GW
6.24E-02,GW
6.18E-02,GW
6.18E-02,GW
6.18E-02,GW
6.13E-02,GW
6.18E-02,GW
6.18E-02,GW
6.30E-02,GW
6.41E-02,GW
6.47E-02,GW
6.41E-02,GW
6.35E-02,GW
6.30E-02,GW
6.18E-02,GW
6.13E-02,GW
6.07E-02,GW
1.17E-01,GW
1.16E-01,GW
