Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,1,1,7
1,RE_PV_Rooftop_Lim,1,1,1
2,RE_PV_Openfield_Lim,1,1,1
3,RE_WIND_Onshore_Lim,1,1,1
4,RE_WIND_Offshore_Lim,1,1,1
5,PP_CO2,1,1,0
6,BESS,1,1,0
7,EL_to_HTH,1,1,1
8,EL_to_NH3,1,1,0
9,NH3_Storage,1,1,0
10,NH3_to_EL,1,1,0
11,NH3_to_HTH,1,1,0
12,EL_Demand,1,1,1
13,HTH_Demand,1,1,1
14,RE_PV_Rooftop_Lim,2,2,2
15,RE_PV_Openfield_Lim,2,2,2
16,RE_WIND_Onshore_Lim,2,2,2
17,RE_WIND_Offshore_Lim,2,2,2
18,PP_CO2,2,2,0
19,BESS,2,2,0
20,EL_to_HTH,2,2,2
21,EL_to_NH3,2,2,0
22,NH3_Storage,2,2,0
23,NH3_to_EL,2,2,0
24,NH3_to_HTH,2,2,0
25,EL_Demand,2,2,2
26,HTH_Demand,2,2,2
