Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,1,1,1542
1,RE_PV_Rooftop_Lim,1,1,1
2,RE_PV_Openfield_Lim,1,1,1
3,RE_WIND_Onshore_Lim,1,1,1
4,RE_WIND_Offshore_Lim,1,1,1
5,PP_CO2,1,1,1
6,BESS,1,1,1
7,EL_to_HTH,1,1,1
8,EL_to_NH3,1,1,1
9,NH3_Storage,1,1,1
10,NH3_to_EL,1,1,1
11,NH3_to_HTH,1,1,1
12,FF_to_HTH,1,1,1
13,EL_Demand,1,1,1
14,HTH_Demand,1,1,1
15,RE_PV_Rooftop_Lim,4,4,4
16,RE_PV_Openfield_Lim,4,4,4
17,RE_WIND_Onshore_Lim,4,4,4
18,RE_WIND_Offshore_Lim,4,4,4
19,PP_CO2,4,4,4
20,BESS,4,4,4
21,EL_to_HTH,4,4,4
22,EL_to_NH3,4,4,4
23,NH3_Storage,4,4,4
24,NH3_to_EL,4,4,4
25,NH3_to_HTH,4,4,4
26,FF_to_HTH,4,4,4
27,EL_Demand,4,4,4
28,HTH_Demand,4,4,4
29,RE_PV_Rooftop_Lim,3,3,3
30,RE_PV_Openfield_Lim,3,3,3
31,RE_WIND_Onshore_Lim,3,3,3
32,RE_WIND_Offshore_Lim,3,3,3
33,PP_CO2,3,3,3
34,BESS,3,3,3
35,EL_to_HTH,3,3,3
36,EL_to_NH3,3,3,3
37,NH3_Storage,3,3,3
38,NH3_to_EL,3,3,3
39,NH3_to_HTH,3,3,3
40,FF_to_HTH,3,3,3
41,EL_Demand,3,3,3
42,HTH_Demand,3,3,3
