Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,0,0,183
1,RE_PV_Rooftop_Lim,0,0,0
2,RE_PV_Openfield_Lim,0,0,0
3,RE_WIND_Onshore_Lim,0,0,0
4,RE_WIND_Offshore_Lim,0,0,0
5,PP_CO2,0,0,0
6,BESS,0,0,0
7,EL_to_HTH,0,0,0
8,EL_to_NH3,0,0,0
9,NH3_Storage,0,0,0
10,NH3_to_EL,0,0,0
11,NH3_to_HTH,0,0,0
12,EL_Demand,0,0,0
13,HTH_Demand,0,0,0
14,RE_PV_Rooftop_Lim,1,1,1
15,RE_PV_Openfield_Lim,1,1,1
16,RE_WIND_Onshore_Lim,1,1,1
17,RE_WIND_Offshore_Lim,1,1,1
18,PP_CO2,1,1,1
19,BESS,1,1,0
20,EL_to_HTH,1,1,1
21,EL_to_NH3,1,1,0
22,NH3_Storage,1,1,0
23,NH3_to_EL,1,1,0
24,NH3_to_HTH,1,1,0
25,EL_Demand,1,1,1
26,HTH_Demand,1,1,1
27,RE_PV_Rooftop_Lim,6,6,6
28,RE_PV_Openfield_Lim,6,6,6
29,RE_WIND_Onshore_Lim,6,6,6
30,RE_WIND_Offshore_Lim,6,6,6
31,PP_CO2,6,6,0
32,BESS,6,6,0
33,EL_to_HTH,6,6,6
34,EL_to_NH3,6,6,0
35,NH3_Storage,6,6,0
36,NH3_to_EL,6,6,0
37,NH3_to_HTH,6,6,0
38,EL_Demand,6,6,6
39,HTH_Demand,6,6,6
